seq,ts,phase,model,status,prompt_tokens,completion_tokens,reasoning_tokens,reasoning_estimated,finish_reason,latency_ms,cost_usd
1588,1788983025.357816,C-think-off-default,nemotron-3-nano:30b,200,42,43,,0,stop,5223.8,1.2839999999999999e-05
1589,1788983025.684575,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,4147.5,3.42e-06
1590,1788983025.767285,C-think-off-default,nemotron-3-nano:30b,200,44,2,,0,stop,3904.2,3.1199999999999998e-06
1591,1788983027.896671,C-think-off-default,nemotron-3-nano:30b,200,45,112,,0,stop,3618.7,2.9579999999999998e-05
1592,1788983030.0084941,C-think-off-default,nemotron-3-nano:30b,200,41,111,,0,stop,4648.0,2.9100000000000003e-05
1593,1788983030.50662,C-think-off-default,nemotron-3-nano:30b,200,41,12,,0,stop,4819.5,5.34e-06
1594,1788983030.8126929,C-think-off-default,nemotron-3-nano:30b,200,43,2,,0,stop,5043.3,3.06e-06
1595,1788983032.3313322,C-think-off-default,nemotron-3-nano:30b,200,49,66,,0,stop,4431.7,1.878e-05
1596,1788983034.8449101,C-think-off-default,nemotron-3-nano:30b,200,41,120,,0,stop,4833.0,3.1259999999999995e-05
1597,1788983038.214078,C-think-off-default,nemotron-3-nano:30b,200,45,179,,0,stop,7704.1,4.566000000000001e-05
1598,1788983039.49546,C-think-off-default,nemotron-3-nano:30b,200,47,67,,0,stop,8679.6,1.89e-05
1599,1788983040.303278,C-think-off-default,nemotron-3-nano:30b,200,39,29,,0,stop,7968.6,9.3e-06
1600,1788983043.46261,C-think-off-default,nemotron-3-nano:30b,200,46,154,,0,stop,8614.1,3.972e-05
1601,1788983044.444073,C-think-off-default,nemotron-3-nano:30b,200,46,38,,0,stop,6226.7,1.188e-05
1602,1788983046.051574,C-think-off-default,nemotron-3-nano:30b,200,47,70,,0,stop,6552.0,1.9620000000000002e-05
1603,1788983047.5465112,C-think-off-default,nemotron-3-nano:30b,200,42,66,,0,stop,7239.9,1.836e-05
1604,1788983049.5936809,C-think-off-default,nemotron-3-nano:30b,200,48,95,,0,stop,6127.4,2.5679999999999998e-05
1605,1788983049.912362,C-think-off-default,nemotron-3-nano:30b,200,45,2,,0,stop,5464.4,3.1799999999999996e-06
1606,1788983050.89341,C-think-off-default,nemotron-3-nano:30b,200,33,42,,0,stop,4838.5,1.206e-05
1607,1788983054.29907,C-think-off-default,nemotron-3-nano:30b,200,42,168,,0,stop,6748.7,4.284e-05
1608,1788983056.130462,C-think-off-default,nemotron-3-nano:30b,200,42,84,,0,stop,6533.5,2.268e-05
1609,1788983056.4764218,C-think-off-default,nemotron-3-nano:30b,200,46,3,,0,stop,6560.8,3.4799999999999997e-06
1610,1788983056.8087308,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,5912.3,3.42e-06
1611,1788983060.166267,C-think-off-default,nemotron-3-nano:30b,200,37,167,,0,stop,5863.7,4.23e-05
1612,1788983061.947489,C-think-off-default,nemotron-3-nano:30b,200,50,93,,0,stop,5813.7,2.532e-05
1613,1788983064.200619,C-think-off-default,nemotron-3-nano:30b,200,53,105,,0,stop,7721.1,2.838e-05
1614,1788983066.0093582,C-think-off-default,nemotron-3-nano:30b,200,45,81,,0,stop,9197.7,2.2139999999999998e-05
1615,1788983068.139036,C-think-off-default,nemotron-3-nano:30b,200,42,100,,0,stop,7968.9,2.652e-05
1616,1788983070.204993,C-think-off-default,nemotron-3-nano:30b,200,41,96,,0,stop,8254.0,2.55e-05
1617,1788983070.32816,C-think-off-default,nemotron-3-nano:30b,200,42,4,,0,stop,6123.6,3.48e-06
1618,1788983072.36386,C-think-off-default,nemotron-3-nano:30b,200,45,94,,0,stop,6350.4,2.526e-05
1619,1788983122.9865248,C-think-off-default,nemotron-3-nano:30b,200,42,2690,,0,stop,54842.1,0.00064812
1620,1788983126.345987,C-think-off-default,nemotron-3-nano:30b,200,39,165,,0,stop,56136.9,4.1939999999999995e-05
1621,1788983126.690815,C-think-off-default,nemotron-3-nano:30b,200,43,4,,0,stop,56359.6,3.54e-06
1622,1788983128.873343,C-think-off-default,nemotron-3-nano:30b,200,42,103,,0,stop,56505.3,2.724e-05
1623,1788983132.070603,C-think-off-default,nemotron-3-nano:30b,200,42,157,,0,stop,9080.8,4.02e-05
1624,1788983132.908354,C-think-off-default,nemotron-3-nano:30b,200,46,30,,0,stop,6558.3,9.96e-06
1625,1788983135.132509,C-think-off-default,nemotron-3-nano:30b,200,46,104,,0,stop,8438.8,2.772e-05
1626,1788983135.966217,C-think-off-default,nemotron-3-nano:30b,200,41,43,,0,stop,7089.3,1.2780000000000001e-05
1627,1788983140.919752,C-think-off-default,nemotron-3-nano:30b,200,48,250,,0,stop,8845.4,6.288000000000001e-05
1628,1788983141.758733,C-think-off-default,nemotron-3-nano:30b,200,42,43,,0,stop,8846.5,1.2839999999999999e-05
1629,1788983143.182892,C-think-off-default,nemotron-3-nano:30b,200,43,62,,0,stop,8046.5,1.7460000000000002e-05
1630,1788983144.6393611,C-think-off-default,nemotron-3-nano:30b,200,44,63,,0,stop,8669.3,1.776e-05
1631,1788983146.9764428,C-think-off-default,nemotron-3-nano:30b,200,45,123,,0,stop,6053.3,3.222e-05
1632,1788983147.744684,C-think-off-default,nemotron-3-nano:30b,200,45,39,,0,stop,5981.7,1.2059999999999998e-05
1633,1788983149.322002,C-think-off-default,nemotron-3-nano:30b,200,35,71,,0,stop,6135.7,1.914e-05
1634,1788983152.101464,C-think-off-default,nemotron-3-nano:30b,200,42,134,,0,stop,7458.3,3.468e-05
1635,1788983153.982164,C-think-off-default,nemotron-3-nano:30b,200,40,87,,0,stop,7002.2,2.3279999999999997e-05
1636,1788983155.238506,C-think-off-default,nemotron-3-nano:30b,200,42,53,,0,stop,7490.5,1.5239999999999998e-05
1637,1788983158.842439,C-think-off-default,nemotron-3-nano:30b,200,42,179,,0,stop,9517.2,4.5480000000000005e-05
1638,1788983159.1640089,C-think-off-default,nemotron-3-nano:30b,200,45,2,,0,stop,7058.7,3.1799999999999996e-06
1639,1788983160.711893,C-think-off-default,nemotron-3-nano:30b,200,44,69,,0,stop,6726.2,1.92e-05
1640,1788983162.820603,C-think-off-default,nemotron-3-nano:30b,200,50,98,,0,stop,7578.0,2.652e-05
1641,1788983165.069194,C-think-off-default,nemotron-3-nano:30b,200,41,106,,0,stop,6223.8,2.7899999999999997e-05
1642,1788983166.47939,C-think-off-default,nemotron-3-nano:30b,200,47,60,,0,stop,7311.7,1.7219999999999998e-05
1643,1788983166.783843,C-think-off-default,nemotron-3-nano:30b,200,43,2,,0,stop,6068.9,3.06e-06
1644,1788983168.1380842,C-think-off-default,nemotron-3-nano:30b,200,39,59,,0,stop,5313.7,1.65e-05
1645,1788983169.817049,C-think-off-default,nemotron-3-nano:30b,200,41,75,,0,stop,4744.4,2.046e-05
1646,1788983171.082006,C-think-off-default,nemotron-3-nano:30b,200,44,52,,0,stop,4598.3,1.5120000000000001e-05
1647,1788983172.4895098,C-think-off-default,nemotron-3-nano:30b,200,38,62,,0,stop,5702.9,1.7160000000000002e-05
1648,1788983174.636682,C-think-off-default,nemotron-3-nano:30b,200,40,114,,0,stop,6494.6,2.976e-05
1649,1788983176.486225,C-think-off-default,nemotron-3-nano:30b,200,43,84,,0,stop,6665.7,2.2740000000000003e-05
1650,1788983179.085303,C-think-off-default,nemotron-3-nano:30b,200,41,126,,0,stop,7999.8,3.2699999999999995e-05
1651,1788983181.418787,C-think-off-default,nemotron-3-nano:30b,200,49,110,,0,stop,8925.4,2.934e-05
1652,1788983184.907805,C-think-off-default,nemotron-3-nano:30b,200,44,172,,0,stop,10265.8,4.392e-05
1653,1788983186.3477209,C-think-off-default,nemotron-3-nano:30b,200,34,66,,0,stop,9857.2,1.7879999999999998e-05
1654,1788983188.9468942,C-think-off-default,nemotron-3-nano:30b,200,49,138,,0,stop,9857.4,3.606e-05
1655,1788983191.0535512,C-think-off-default,nemotron-3-nano:30b,200,43,99,,0,stop,9631.5,2.6339999999999995e-05
1656,1788983194.8460019,C-think-off-default,nemotron-3-nano:30b,200,38,189,,0,stop,9934.3,4.764e-05
1657,1788983196.1095412,C-think-off-default,nemotron-3-nano:30b,200,53,66,,0,stop,9758.0,1.902e-05
1658,1788983197.362179,C-think-off-default,nemotron-3-nano:30b,200,46,52,,0,stop,8411.5,1.524e-05
1659,1788983200.231564,C-think-off-default,nemotron-3-nano:30b,200,40,140,,0,stop,9174.8,3.6e-05
1660,1788983203.419635,C-think-off-default,nemotron-3-nano:30b,200,45,156,,0,stop,8569.4,4.014e-05
1661,1788983205.409395,C-think-off-default,nemotron-3-nano:30b,200,50,105,,0,stop,9295.7,2.8199999999999998e-05
1662,1788983206.208582,C-think-off-default,nemotron-3-nano:30b,200,48,41,,0,stop,8842.4,1.2719999999999998e-05
1663,1788983207.508645,C-think-off-default,nemotron-3-nano:30b,200,38,56,,0,stop,7273.6,1.572e-05
1664,1788983209.506486,C-think-off-default,nemotron-3-nano:30b,200,48,92,,0,stop,6082.6,2.4959999999999998e-05
1665,1788983211.103293,C-think-off-default,nemotron-3-nano:30b,200,50,70,,0,stop,5689.6,1.98e-05
1666,1788983213.91102,C-think-off-default,nemotron-3-nano:30b,200,38,138,,0,stop,7699.7,3.54e-05
1667,1788983215.736584,C-think-off-default,nemotron-3-nano:30b,200,45,83,,0,stop,8224.6,2.2619999999999997e-05
1668,1788983218.5153139,C-think-off-default,nemotron-3-nano:30b,200,44,135,,0,stop,9006.2,3.5039999999999997e-05
1669,1788983218.891665,C-think-off-default,nemotron-3-nano:30b,200,43,5,,0,stop,7784.4,3.7800000000000002e-06
1670,1788983222.5684,C-think-off-default,nemotron-3-nano:30b,200,35,186,,0,stop,8653.9,4.674e-05
1671,1788983224.442782,C-think-off-default,nemotron-3-nano:30b,200,41,86,,0,stop,8702.7,2.3100000000000002e-05
1672,1788983224.740664,C-think-off-default,nemotron-3-nano:30b,200,38,2,,0,stop,6221.4,2.76e-06
1673,1788983225.681228,C-think-off-default,nemotron-3-nano:30b,200,39,36,,0,stop,6786.9,1.098e-05
1674,1788983227.343683,C-think-off-default,nemotron-3-nano:30b,200,46,74,,0,stop,4770.9,2.0519999999999997e-05
1675,1788983229.716136,C-think-off-default,nemotron-3-nano:30b,200,35,116,,0,stop,5269.8,2.994e-05
1676,1788983231.473569,C-think-off-default,nemotron-3-nano:30b,200,43,93,,0,stop,6729.7,2.49e-05
1677,1788983232.6308649,C-think-off-default,nemotron-3-nano:30b,200,36,49,,0,stop,6946.1,1.392e-05
1678,1788983234.77172,C-think-off-default,nemotron-3-nano:30b,200,41,100,,0,stop,7423.7,2.646e-05
1679,1788983236.0541482,C-think-off-default,nemotron-3-nano:30b,200,50,67,,0,stop,6334.2,1.9079999999999997e-05
1680,1788983237.682961,C-think-off-default,nemotron-3-nano:30b,200,38,73,,0,stop,6205.1,1.98e-05
1681,1788983239.8381162,C-think-off-default,nemotron-3-nano:30b,200,49,100,,0,stop,7203.8,2.6940000000000003e-05
1682,1788983241.32019,C-think-off-default,nemotron-3-nano:30b,200,43,77,,0,stop,6545.3,2.106e-05
1683,1788983244.810841,C-think-off-default,nemotron-3-nano:30b,200,44,172,,0,stop,8754.1,4.392e-05
1684,1788983245.1218581,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,7433.7,3e-06
1685,1788983246.0309792,C-think-off-default,nemotron-3-nano:30b,200,40,35,,0,stop,6189.6,1.08e-05
1686,1788983247.7441962,C-think-off-default,nemotron-3-nano:30b,200,39,77,,0,stop,6420.1,2.082e-05
1687,1788983248.875548,C-think-off-default,nemotron-3-nano:30b,200,45,46,,0,stop,4061.0,1.3739999999999999e-05
1688,1788983249.2001112,C-think-off-default,nemotron-3-nano:30b,200,53,2,,0,stop,4074.9,3.6599999999999997e-06
1689,1788983251.17246,C-think-off-default,nemotron-3-nano:30b,200,40,92,,0,stop,5138.5,2.4479999999999996e-05
1690,1788983253.573694,C-think-off-default,nemotron-3-nano:30b,200,45,114,,0,stop,5825.2,3.006e-05
1691,1788983255.851239,C-think-off-default,nemotron-3-nano:30b,200,42,108,,0,stop,6971.4,2.844e-05
1692,1788983257.6455219,C-think-off-default,nemotron-3-nano:30b,200,39,82,,0,stop,8442.4,2.202e-05
1693,1788983258.824223,C-think-off-default,nemotron-3-nano:30b,200,45,48,,0,stop,7647.4,1.422e-05
1694,1788983260.804773,C-think-off-default,nemotron-3-nano:30b,200,53,104,,0,stop,7227.2,2.814e-05
1695,1788983261.108253,C-think-off-default,nemotron-3-nano:30b,200,37,2,,0,stop,5253.0,2.6999999999999996e-06
1696,1788983263.665579,C-think-off-default,nemotron-3-nano:30b,200,45,123,,0,stop,6016.4,3.222e-05
1697,1788983265.101759,C-think-off-default,nemotron-3-nano:30b,200,41,62,,0,stop,6273.9,1.734e-05
1698,1788983266.979839,C-think-off-default,nemotron-3-nano:30b,200,38,87,,0,stop,6171.6,2.316e-05
1699,1788983268.598214,C-think-off-default,nemotron-3-nano:30b,200,38,73,,0,stop,7486.4,1.98e-05
1700,1788983270.055682,C-think-off-default,nemotron-3-nano:30b,200,46,62,,0,stop,6386.5,1.764e-05
1701,1788983272.0319822,C-think-off-default,nemotron-3-nano:30b,200,41,104,,0,stop,6926.2,2.7420000000000002e-05
1702,1788983273.2155101,C-think-off-default,nemotron-3-nano:30b,200,48,61,,0,stop,6232.3,1.7519999999999998e-05
1703,1788983275.788627,C-think-off-default,nemotron-3-nano:30b,200,42,123,,0,stop,7186.2,3.204e-05
1704,1788983278.559763,C-think-off-default,nemotron-3-nano:30b,200,46,147,,0,stop,8500.6,3.804e-05
1705,1788983278.853889,C-think-off-default,nemotron-3-nano:30b,200,37,2,,0,stop,6817.9,2.6999999999999996e-06
1706,1788983279.1418781,C-think-off-default,nemotron-3-nano:30b,200,38,2,,0,stop,5922.9,2.76e-06
1707,1788983280.5983732,C-think-off-default,nemotron-3-nano:30b,200,45,63,,0,stop,4805.5,1.782e-05
1708,1788983281.971712,C-think-off-default,nemotron-3-nano:30b,200,41,71,,0,stop,3408.3,1.95e-05
1709,1788983283.4586382,C-think-off-default,nemotron-3-nano:30b,200,40,77,,0,stop,4601.2,2.088e-05
1710,1788983284.686496,C-think-off-default,nemotron-3-nano:30b,200,53,64,,0,stop,5541.6,1.854e-05
1711,1788983287.3291788,C-think-off-default,nemotron-3-nano:30b,200,48,127,,0,stop,6726.6,3.336e-05
1712,1788983288.73628,C-think-off-default,nemotron-3-nano:30b,200,48,73,,0,stop,6761.3,2.0399999999999998e-05
1713,1788983290.62021,C-think-off-default,nemotron-3-nano:30b,200,42,86,,0,stop,7156.9,2.316e-05
1714,1788983292.14896,C-think-off-default,nemotron-3-nano:30b,200,46,80,,0,stop,7458.6,2.196e-05
1715,1788983294.23374,C-think-off-default,nemotron-3-nano:30b,200,44,97,,0,stop,6900.4,2.592e-05
1716,1788983297.013655,C-think-off-default,nemotron-3-nano:30b,200,42,134,,0,stop,8274.0,3.468e-05
1717,1788983297.5890172,C-think-off-default,nemotron-3-nano:30b,200,43,29,,0,stop,6964.7,9.539999999999998e-06
1718,1788983298.914829,C-think-off-default,nemotron-3-nano:30b,200,49,56,,0,stop,6762.5,1.638e-05
1719,1788983300.112917,C-think-off-default,nemotron-3-nano:30b,200,42,50,,0,stop,5875.0,1.452e-05
1720,1788983301.619605,C-think-off-default,nemotron-3-nano:30b,200,41,66,,0,stop,4602.0,1.83e-05
1721,1788983302.6226969,C-think-off-default,nemotron-3-nano:30b,200,43,52,,0,stop,5029.3,1.506e-05
1722,1788983305.321433,C-think-off-default,nemotron-3-nano:30b,200,43,130,,0,stop,6401.6,3.378e-05
1723,1788983307.887064,C-think-off-default,nemotron-3-nano:30b,200,43,136,,0,stop,7770.1,3.522e-05
1724,1788983310.171093,C-think-off-default,nemotron-3-nano:30b,200,36,109,,0,stop,8547.5,2.832e-05
1725,1788983310.927041,C-think-off-default,nemotron-3-nano:30b,200,42,38,,0,stop,8299.9,1.1639999999999999e-05
1726,1788983313.299505,C-think-off-default,nemotron-3-nano:30b,200,42,124,,0,stop,7973.6,3.228e-05
1727,1788983313.640383,C-think-off-default,nemotron-3-nano:30b,200,44,3,,0,stop,5750.2,3.3599999999999996e-06
1728,1788983315.277191,C-think-off-default,nemotron-3-nano:30b,200,46,73,,0,stop,5103.4,2.0280000000000002e-05
1729,1788983316.8832462,C-think-off-default,nemotron-3-nano:30b,200,43,71,,0,stop,5953.1,1.962e-05
1730,1788983318.399602,C-think-off-default,nemotron-3-nano:30b,200,43,66,,0,stop,5095.8,1.8420000000000003e-05
1731,1788983319.9837,C-think-off-default,nemotron-3-nano:30b,200,40,83,,0,stop,6340.3,2.2319999999999996e-05
1732,1788983321.330679,C-think-off-default,nemotron-3-nano:30b,200,37,58,,0,stop,6049.4,1.614e-05
1733,1788983323.1376588,C-think-off-default,nemotron-3-nano:30b,200,39,82,,0,stop,6251.1,2.202e-05
1734,1788983324.235529,C-think-off-default,nemotron-3-nano:30b,200,38,57,,0,stop,5831.9,1.596e-05
1735,1788983326.294825,C-think-off-default,nemotron-3-nano:30b,200,38,97,,0,stop,6307.6,2.556e-05
1736,1788983327.4801621,C-think-off-default,nemotron-3-nano:30b,200,43,61,,0,stop,6145.4,1.7219999999999998e-05
1737,1788983329.536491,C-think-off-default,nemotron-3-nano:30b,200,43,96,,0,stop,6394.9,2.562e-05
1738,1788983329.838359,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,5598.4,3e-06
1739,1788983330.774555,C-think-off-default,nemotron-3-nano:30b,200,44,35,,0,stop,4476.4,1.104e-05
1740,1788983331.939584,C-think-off-default,nemotron-3-nano:30b,200,43,60,,0,stop,4455.3,1.6979999999999997e-05
1741,1788983334.8415911,C-think-off-default,nemotron-3-nano:30b,200,45,141,,0,stop,5301.2,3.654e-05
1742,1788983335.7740521,C-think-off-default,nemotron-3-nano:30b,200,40,36,,0,stop,5932.4,1.1040000000000001e-05
1743,1788983337.9164422,C-think-off-default,nemotron-3-nano:30b,200,41,113,,0,stop,7138.6,2.9579999999999998e-05
1744,1788983338.6969159,C-think-off-default,nemotron-3-nano:30b,200,42,40,,0,stop,6752.6,1.212e-05
1745,1788983340.723111,C-think-off-default,nemotron-3-nano:30b,200,42,94,,0,stop,5877.8,2.5079999999999997e-05
1746,1788983342.6371431,C-think-off-default,nemotron-3-nano:30b,200,46,88,,0,stop,6859.0,2.3879999999999995e-05
1747,1788983342.971029,C-think-off-default,nemotron-3-nano:30b,200,49,2,,0,stop,5051.1,3.42e-06
1748,1788983344.445229,C-think-off-default,nemotron-3-nano:30b,200,53,64,,0,stop,5743.8,1.854e-05
1749,1788983346.932426,C-think-off-default,nemotron-3-nano:30b,200,45,119,,0,stop,6205.6,3.1259999999999995e-05
1750,1788983348.009534,C-think-off-default,nemotron-3-nano:30b,200,37,56,,0,stop,5368.3,1.566e-05
1751,1788983350.081473,C-think-off-default,nemotron-3-nano:30b,200,53,95,,0,stop,7107.3,2.5980000000000002e-05
1752,1788983356.454123,C-think-off-default,nemotron-3-nano:30b,200,41,328,,0,stop,12004.6,8.117999999999999e-05
1753,1788983358.873172,C-think-off-default,nemotron-3-nano:30b,200,43,115,,0,stop,11936.9,3.018e-05
1754,1788983360.45259,C-think-off-default,nemotron-3-nano:30b,200,42,83,,0,stop,12438.3,2.244e-05
1755,1788983362.0173702,C-think-off-default,nemotron-3-nano:30b,200,53,82,,0,stop,11931.9,2.2859999999999998e-05
1756,1788983363.088918,C-think-off-default,nemotron-3-nano:30b,200,49,55,,0,stop,6630.8,1.614e-05
1757,1788983364.6656919,C-think-off-default,nemotron-3-nano:30b,200,42,70,,0,stop,5788.7,1.932e-05
1758,1788983366.074697,C-think-off-default,nemotron-3-nano:30b,200,50,60,,0,stop,5616.4,1.74e-05
1759,1788983366.385866,C-think-off-default,nemotron-3-nano:30b,200,45,2,,0,stop,4364.6,3.1799999999999996e-06
1760,1788983368.1775732,C-think-off-default,nemotron-3-nano:30b,200,46,94,,0,stop,5084.4,2.532e-05
1761,1788983370.6580648,C-think-off-default,nemotron-3-nano:30b,200,38,119,,0,stop,5988.4,3.084e-05
1762,1788983373.15661,C-think-off-default,nemotron-3-nano:30b,200,39,120,,0,stop,7077.6,3.114e-05
1763,1788983375.29181,C-think-off-default,nemotron-3-nano:30b,200,38,100,,0,stop,8902.6,2.6280000000000002e-05
1764,1788983376.585417,C-think-off-default,nemotron-3-nano:30b,200,41,55,,0,stop,8404.4,1.566e-05
1765,1788983378.635757,C-think-off-default,nemotron-3-nano:30b,200,50,94,,0,stop,7973.9,2.556e-05
1766,1788983380.3285298,C-think-off-default,nemotron-3-nano:30b,200,37,77,,0,stop,7168.5,2.07e-05
1767,1788983382.34715,C-think-off-default,nemotron-3-nano:30b,200,42,94,,0,stop,7050.9,2.5079999999999997e-05
1768,1788983384.0995069,C-think-off-default,nemotron-3-nano:30b,200,48,79,,0,stop,7510.6,2.184e-05
1769,1788983385.193883,C-think-off-default,nemotron-3-nano:30b,200,45,56,,0,stop,6553.9,1.614e-05
1770,1788983386.011633,C-think-off-default,nemotron-3-nano:30b,200,53,42,,0,stop,5679.3,1.326e-05
1771,1788983388.3608131,C-think-off-default,nemotron-3-nano:30b,200,38,112,,0,stop,6009.9,2.916e-05
1772,1788983390.274482,C-think-off-default,nemotron-3-nano:30b,200,44,88,,0,stop,6170.9,2.376e-05
1773,1788983391.703563,C-think-off-default,nemotron-3-nano:30b,200,38,63,,0,stop,6505.4,1.74e-05
1774,1788983393.5835588,C-think-off-default,nemotron-3-nano:30b,200,46,86,,0,stop,7568.5,2.34e-05
1775,1788983395.392695,C-think-off-default,nemotron-3-nano:30b,200,42,83,,0,stop,7027.4,2.244e-05
1776,1788983398.10411,C-think-off-default,nemotron-3-nano:30b,200,44,131,,0,stop,7825.5,3.408e-05
1777,1788983400.66665,C-think-off-default,nemotron-3-nano:30b,200,46,123,,0,stop,8958.7,3.228e-05
1778,1788983402.101484,C-think-off-default,nemotron-3-nano:30b,200,38,63,,0,stop,8514.5,1.74e-05
1779,1788983403.9133198,C-think-off-default,nemotron-3-nano:30b,200,41,83,,0,stop,8516.3,2.238e-05
1780,1788983403.984368,C-think-off-default,nemotron-3-nano:30b,200,41,2,,0,stop,5876.3,2.94e-06
1781,1788983406.22651,C-think-off-default,nemotron-3-nano:30b,200,45,105,,0,stop,5556.2,2.7899999999999997e-05
1782,1788983408.9622731,C-think-off-default,nemotron-3-nano:30b,200,42,132,,0,stop,6856.7,3.4200000000000005e-05
1783,1788983410.196223,C-think-off-default,nemotron-3-nano:30b,200,41,64,,0,stop,6278.4,1.782e-05
1784,1788983410.4930701,C-think-off-default,nemotron-3-nano:30b,200,38,2,,0,stop,6505.2,2.76e-06
1785,1788983411.9443898,C-think-off-default,nemotron-3-nano:30b,200,42,63,,0,stop,5713.6,1.764e-05
1786,1788983417.583508,C-think-off-default,nemotron-3-nano:30b,200,50,287,,0,stop,8617.3,7.188e-05
1787,1788983418.975307,C-think-off-default,nemotron-3-nano:30b,200,45,59,,0,stop,8775.2,1.6859999999999998e-05
1788,1788983420.353985,C-think-off-default,nemotron-3-nano:30b,200,42,72,,0,stop,9858.2,1.98e-05
1789,1788983421.742338,C-think-off-default,nemotron-3-nano:30b,200,41,60,,0,stop,9794.2,1.6859999999999998e-05
1790,1788983423.487535,C-think-off-default,nemotron-3-nano:30b,200,38,91,,0,stop,5900.2,2.412e-05
1791,1788983424.783519,C-think-off-default,nemotron-3-nano:30b,200,49,67,,0,stop,5804.2,1.902e-05
1792,1788983426.903496,C-think-off-default,nemotron-3-nano:30b,200,43,99,,0,stop,6543.7,2.6339999999999995e-05
1793,1788983427.2325099,C-think-off-default,nemotron-3-nano:30b,200,45,3,,0,stop,5486.4,3.42e-06
1794,1788983430.1600819,C-think-off-default,nemotron-3-nano:30b,200,53,142,,0,stop,6668.9,3.726e-05
1795,1788983431.482267,C-think-off-default,nemotron-3-nano:30b,200,44,56,,0,stop,6694.9,1.608e-05
1796,1788983433.3070579,C-think-off-default,nemotron-3-nano:30b,200,45,83,,0,stop,6399.7,2.2619999999999997e-05
1797,1788983434.579434,C-think-off-default,nemotron-3-nano:30b,200,43,54,,0,stop,7343.9,1.554e-05
1798,1788983435.6625311,C-think-off-default,nemotron-3-nano:30b,200,49,43,,0,stop,5498.0,1.326e-05
1799,1788983436.925929,C-think-off-default,nemotron-3-nano:30b,200,49,66,,0,stop,5439.4,1.878e-05
1800,1788983438.39343,C-think-off-default,nemotron-3-nano:30b,200,42,77,,0,stop,5082.3,2.1e-05
1801,1788983440.237267,C-think-off-default,nemotron-3-nano:30b,200,36,86,,0,stop,5653.3,2.2800000000000002e-05
1802,1788983441.532885,C-think-off-default,nemotron-3-nano:30b,200,42,68,,0,stop,5866.2,1.884e-05
1803,1788983441.886438,C-think-off-default,nemotron-3-nano:30b,200,49,4,,0,stop,4956.3,3.9e-06
1804,1788983443.960394,C-think-off-default,nemotron-3-nano:30b,200,45,96,,0,stop,5562.9,2.5739999999999998e-05
1805,1788983445.194654,C-think-off-default,nemotron-3-nano:30b,200,40,52,,0,stop,4953.5,1.4880000000000002e-05
1806,1788983445.268812,C-think-off-default,nemotron-3-nano:30b,200,45,2,,0,stop,3732.8,3.1799999999999996e-06
1807,1788983450.463381,C-think-off-default,nemotron-3-nano:30b,200,41,265,,0,stop,8574.1,6.605999999999999e-05
1808,1788983450.545996,C-think-off-default,nemotron-3-nano:30b,200,37,2,,0,stop,6581.9,2.6999999999999996e-06
1809,1788983452.570036,C-think-off-default,nemotron-3-nano:30b,200,46,94,,0,stop,7371.0,2.532e-05
1810,1788983453.792843,C-think-off-default,nemotron-3-nano:30b,200,42,64,,0,stop,8520.6,1.7879999999999998e-05
1811,1788983455.559333,C-think-off-default,nemotron-3-nano:30b,200,38,81,,0,stop,5091.6,2.172e-05
1812,1788983457.17541,C-think-off-default,nemotron-3-nano:30b,200,45,85,,0,stop,6624.7,2.31e-05
1813,1788983458.4078999,C-think-off-default,nemotron-3-nano:30b,200,46,51,,0,stop,5834.1,1.5e-05
1814,1788983461.012616,C-think-off-default,nemotron-3-nano:30b,200,38,138,,0,stop,7215.4,3.54e-05
1815,1788983462.61351,C-think-off-default,nemotron-3-nano:30b,200,41,83,,0,stop,7046.8,2.238e-05
1816,1788983462.9564428,C-think-off-default,nemotron-3-nano:30b,200,41,4,,0,stop,5777.1,3.42e-06
1817,1788983465.163271,C-think-off-default,nemotron-3-nano:30b,200,46,104,,0,stop,6750.6,2.772e-05
1818,1788983466.5130408,C-think-off-default,nemotron-3-nano:30b,200,48,57,,0,stop,5495.8,1.6559999999999997e-05
1819,1788983468.1667871,C-think-off-default,nemotron-3-nano:30b,200,40,87,,0,stop,5549.0,2.3279999999999997e-05
1820,1788983471.208865,C-think-off-default,nemotron-3-nano:30b,200,39,161,,0,stop,8249.4,4.0980000000000004e-05
1821,1788983472.8092768,C-think-off-default,nemotron-3-nano:30b,200,46,84,,0,stop,7642.3,2.292e-05
1822,1788983474.007652,C-think-off-default,nemotron-3-nano:30b,200,45,62,,0,stop,7490.7,1.7579999999999998e-05
1823,1788983475.889347,C-think-off-default,nemotron-3-nano:30b,200,45,99,,0,stop,7718.5,2.6459999999999997e-05
1824,1788983477.523675,C-think-off-default,nemotron-3-nano:30b,200,46,86,,0,stop,6310.7,2.34e-05
1825,1788983480.862994,C-think-off-default,nemotron-3-nano:30b,200,41,165,,0,stop,8050.1,4.206e-05
1826,1788983482.2005801,C-think-off-default,nemotron-3-nano:30b,200,46,70,,0,stop,8189.3,1.9560000000000002e-05
1827,1788983484.399743,C-think-off-default,nemotron-3-nano:30b,200,41,116,,0,stop,8505.8,3.03e-05
